category,amount,best_card_logic,actual_card,cb_Ace_Credit_Card,cb_Amazon_Pay_Credit_Card,cb_BPCL_Octane_Credit_Card,cb_BankBazaar_Credit_Card,cb_Cashback_Credit_Card,cb_Coral_Credit_Card,cb_Diners_Club_Black,cb_Elite_Credit_Card,cb_Emerald_Private_Metal,cb_First_Classic_Credit_Card,cb_First_Wealth_Credit_Card,cb_Flipkart_Axis_Bank_Credit_Card,cb_HPCL_Super_Saver_Credit_Card,cb_League_Platinum_Credit_Card,cb_Magnus_Credit_Card,cb_Millennia_Credit_Card,cb_My_Zone_Credit_Card,cb_PVR_Platinum_Credit_Card,cb_Regalia_Gold,cb_SimplyCLICK_Credit_Card,cb_SimplySAVE_Credit_Card,cb_Super_Value_Titanium_Credit_Card,cb_Tata_Neu_Infinity_Credit_Card,cb_Vistara_Infinite_Credit_Card,cb_White_Credit_Card,cb_YES_First_Business_Credit_Card
groceries,8440.62,Tata Neu Infinity Credit Card,PVR Platinum Credit Card,84.4062,84.4062,21.1016,42.2031,84.4062,21.1016,21.1016,10.5508,14.7711,42.2031,10.5508,84.4062,21.1016,10.5508,10.5508,84.4062,10.5508,10.5508,10.5508,126.6093,84.4062,84.4062,168.8124,21.1016,10.5508,10.5508
shopping,16690.49,Millennia Credit Card,Millennia Credit Card,166.9049,500.7147,41.7262,83.4525,333.8098,41.7262,83.4525,41.7262,58.4167,83.4525,41.7262,500.7147,41.7262,41.7262,41.7262,500.7147,62.5893,83.4525,41.7262,500.7147,166.9049,166.9049,500.7147,41.7262,41.7262,83.4525
fuel,751.05,BPCL Octane Credit Card,BPCL Octane Credit Card,3.7552,3.7552,18.7763,3.7552,3.7552,0.9388,1.8776,0.9388,1.3143,3.7552,0.9388,3.7552,15.021,0.9388,0.9388,3.7552,0.9388,0.9388,0.9388,3.7552,3.7552,3.7552,3.7552,1.8776,0.9388,0.9388
dining,8949.45,Cashback Credit Card,Cashback Credit Card,89.4945,44.7473,22.3736,44.7473,178.989,22.3736,89.4945,22.3736,62.6461,44.7473,33.5604,44.7473,22.3736,22.3736,33.5604,89.4945,22.3736,22.3736,44.7473,89.4945,89.4945,89.4945,89.4945,44.7473,22.3736,22.3736
fuel,2077.16,BPCL Octane Credit Card,BPCL Octane Credit Card,10.3858,10.3858,51.929,10.3858,10.3858,2.5964,5.1929,2.5964,3.635,10.3858,2.5964,10.3858,41.5432,2.5964,2.5964,10.3858,2.5964,2.5964,2.5964,10.3858,10.3858,10.3858,10.3858,5.1929,2.5964,2.5964
groceries,18043.75,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,180.4375,180.4375,45.1094,90.2188,180.4375,45.1094,45.1094,22.5547,31.5766,90.2188,22.5547,180.4375,45.1094,22.5547,22.5547,180.4375,22.5547,22.5547,22.5547,270.6562,180.4375,180.4375,360.875,45.1094,22.5547,22.5547
shopping,8022.98,Millennia Credit Card,Millennia Credit Card,80.2298,240.6894,20.0574,40.1149,160.4596,20.0574,40.1149,20.0574,28.0804,40.1149,20.0574,240.6894,20.0574,20.0574,20.0574,240.6894,30.0862,40.1149,20.0574,240.6894,80.2298,80.2298,240.6894,20.0574,20.0574,40.1149
shopping,18985.31,Millennia Credit Card,SimplyCLICK Credit Card,189.8531,569.5593,47.4633,94.9266,379.7062,47.4633,94.9266,47.4633,66.4486,94.9266,47.4633,569.5593,47.4633,47.4633,47.4633,569.5593,71.1949,94.9266,47.4633,569.5593,189.8531,189.8531,569.5593,47.4633,47.4633,94.9266
groceries,19424.76,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,194.2476,194.2476,48.5619,97.1238,194.2476,48.5619,48.5619,24.2809,33.9933,97.1238,24.2809,194.2476,48.5619,24.2809,24.2809,194.2476,24.2809,24.2809,24.2809,291.3714,194.2476,194.2476,388.4952,48.5619,24.2809,24.2809
fuel,4947.02,BPCL Octane Credit Card,BPCL Octane Credit Card,24.7351,24.7351,123.6755,24.7351,24.7351,6.1838,12.3676,6.1838,8.6573,24.7351,6.1838,24.7351,98.9404,6.1838,6.1838,24.7351,6.1838,6.1838,6.1838,24.7351,24.7351,24.7351,24.7351,12.3676,6.1838,6.1838
groceries,4183.59,Tata Neu Infinity Credit Card,First Classic Credit Card,41.8359,41.8359,10.459,20.918,41.8359,10.459,10.459,5.2295,7.3213,20.918,5.2295,41.8359,10.459,5.2295,5.2295,41.8359,5.2295,5.2295,5.2295,62.7538,41.8359,41.8359,83.6718,10.459,5.2295,5.2295
travel,6638.34,Diners Club Black,Diners Club Black,33.1917,33.1917,16.5958,33.1917,33.1917,16.5958,99.5751,33.1917,69.7026,33.1917,41.4896,33.1917,16.5958,24.8938,49.7876,33.1917,8.2979,8.2979,49.7876,33.1917,33.1917,33.1917,33.1917,82.9792,33.1917,24.8938
groceries,156.43,Tata Neu Infinity Credit Card,Coral Credit Card,1.5643,1.5643,0.3911,0.7822,1.5643,0.3911,0.3911,0.1955,0.2738,0.7822,0.1955,1.5643,0.3911,0.1955,0.1955,1.5643,0.1955,0.1955,0.1955,2.3464,1.5643,1.5643,3.1286,0.3911,0.1955,0.1955
groceries,5088.02,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,50.8802,50.8802,12.7201,25.4401,50.8802,12.7201,12.7201,6.36,8.904,25.4401,6.36,50.8802,12.7201,6.36,6.36,50.8802,6.36,6.36,6.36,76.3203,50.8802,50.8802,101.7604,12.7201,6.36,6.36
shopping,2722.88,Millennia Credit Card,Millennia Credit Card,27.2288,81.6864,6.8072,13.6144,54.4576,6.8072,13.6144,6.8072,9.5301,13.6144,6.8072,81.6864,6.8072,6.8072,6.8072,81.6864,10.2108,13.6144,6.8072,81.6864,27.2288,27.2288,81.6864,6.8072,6.8072,13.6144
travel,11818.17,Diners Club Black,Diners Club Black,59.0909,59.0909,29.5454,59.0909,59.0909,29.5454,177.2726,59.0909,124.0908,59.0909,73.8636,59.0909,29.5454,44.3181,88.6363,59.0909,14.7727,14.7727,88.6363,59.0909,59.0909,59.0909,59.0909,147.7271,59.0909,44.3181
fuel,1142.74,BPCL Octane Credit Card,BankBazaar Credit Card,5.7137,5.7137,28.5685,5.7137,5.7137,1.4284,2.8569,1.4284,1.9998,5.7137,1.4284,5.7137,22.8548,1.4284,1.4284,5.7137,1.4284,1.4284,1.4284,5.7137,5.7137,5.7137,5.7137,2.8569,1.4284,1.4284
dining,9020.68,Cashback Credit Card,Cashback Credit Card,90.2068,45.1034,22.5517,45.1034,180.4136,22.5517,90.2068,22.5517,63.1448,45.1034,33.8276,45.1034,22.5517,22.5517,33.8276,90.2068,22.5517,22.5517,45.1034,90.2068,90.2068,90.2068,90.2068,45.1034,22.5517,22.5517
groceries,2270.17,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,22.7017,22.7017,5.6754,11.3509,22.7017,5.6754,5.6754,2.8377,3.9728,11.3509,2.8377,22.7017,5.6754,2.8377,2.8377,22.7017,2.8377,2.8377,2.8377,34.0526,22.7017,22.7017,45.4034,5.6754,2.8377,2.8377
groceries,962.96,Tata Neu Infinity Credit Card,PVR Platinum Credit Card,9.6296,9.6296,2.4074,4.8148,9.6296,2.4074,2.4074,1.2037,1.6852,4.8148,1.2037,9.6296,2.4074,1.2037,1.2037,9.6296,1.2037,1.2037,1.2037,14.4444,9.6296,9.6296,19.2592,2.4074,1.2037,1.2037
dining,12902.48,Cashback Credit Card,Cashback Credit Card,129.0248,64.5124,32.2562,64.5124,258.0496,32.2562,129.0248,32.2562,90.3174,64.5124,48.3843,64.5124,32.2562,32.2562,48.3843,129.0248,32.2562,32.2562,64.5124,129.0248,129.0248,129.0248,129.0248,64.5124,32.2562,32.2562
dining,16961.24,Cashback Credit Card,Cashback Credit Card,169.6124,84.8062,42.4031,84.8062,339.2248,42.4031,169.6124,42.4031,118.7287,84.8062,63.6046,84.8062,42.4031,42.4031,63.6046,169.6124,42.4031,42.4031,84.8062,169.6124,169.6124,169.6124,169.6124,84.8062,42.4031,42.4031
shopping,9856.35,Millennia Credit Card,Diners Club Black,98.5635,295.6905,24.6409,49.2818,197.127,24.6409,49.2818,24.6409,34.4972,49.2818,24.6409,295.6905,24.6409,24.6409,24.6409,295.6905,36.9613,49.2818,24.6409,295.6905,98.5635,98.5635,295.6905,24.6409,24.6409,49.2818
fuel,12205.12,BPCL Octane Credit Card,BPCL Octane Credit Card,61.0256,61.0256,305.128,61.0256,61.0256,15.2564,30.5128,15.2564,21.359,61.0256,15.2564,61.0256,244.1024,15.2564,15.2564,61.0256,15.2564,15.2564,15.2564,61.0256,61.0256,61.0256,61.0256,30.5128,15.2564,15.2564
fuel,12523.92,BPCL Octane Credit Card,BPCL Octane Credit Card,62.6196,62.6196,313.098,62.6196,62.6196,15.6549,31.3098,15.6549,21.9169,62.6196,15.6549,62.6196,250.4784,15.6549,15.6549,62.6196,15.6549,15.6549,15.6549,62.6196,62.6196,62.6196,62.6196,31.3098,15.6549,15.6549
fuel,7680.0,BPCL Octane Credit Card,BPCL Octane Credit Card,38.4,38.4,192.0,38.4,38.4,9.6,19.2,9.6,13.44,38.4,9.6,38.4,153.6,9.6,9.6,38.4,9.6,9.6,9.6,38.4,38.4,38.4,38.4,19.2,9.6,9.6
fuel,9128.94,BPCL Octane Credit Card,BPCL Octane Credit Card,45.6447,45.6447,228.2235,45.6447,45.6447,11.4112,22.8224,11.4112,15.9756,45.6447,11.4112,45.6447,182.5788,11.4112,11.4112,45.6447,11.4112,11.4112,11.4112,45.6447,45.6447,45.6447,45.6447,22.8224,11.4112,11.4112
shopping,15882.61,Millennia Credit Card,Millennia Credit Card,158.8261,476.4783,39.7065,79.413,317.6522,39.7065,79.413,39.7065,55.5891,79.413,39.7065,476.4783,39.7065,39.7065,39.7065,476.4783,59.5598,79.413,39.7065,476.4783,158.8261,158.8261,476.4783,39.7065,39.7065,79.413
groceries,14444.71,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,144.4471,144.4471,36.1118,72.2235,144.4471,36.1118,36.1118,18.0559,25.2782,72.2235,18.0559,144.4471,36.1118,18.0559,18.0559,144.4471,18.0559,18.0559,18.0559,216.6706,144.4471,144.4471,288.8942,36.1118,18.0559,18.0559
dining,17773.01,Cashback Credit Card,Cashback Credit Card,177.7301,88.865,44.4325,88.865,355.4602,44.4325,177.7301,44.4325,124.4111,88.865,66.6488,88.865,44.4325,44.4325,66.6488,177.7301,44.4325,44.4325,88.865,177.7301,177.7301,177.7301,177.7301,88.865,44.4325,44.4325
dining,8034.73,Cashback Credit Card,Magnus Credit Card,80.3473,40.1736,20.0868,40.1736,160.6946,20.0868,80.3473,20.0868,56.2431,40.1736,30.1302,40.1736,20.0868,20.0868,30.1302,80.3473,20.0868,20.0868,40.1736,80.3473,80.3473,80.3473,80.3473,40.1736,20.0868,20.0868
fuel,7548.59,BPCL Octane Credit Card,BPCL Octane Credit Card,37.743,37.743,188.7147,37.743,37.743,9.4357,18.8715,9.4357,13.21,37.743,9.4357,37.743,150.9718,9.4357,9.4357,37.743,9.4357,9.4357,9.4357,37.743,37.743,37.743,37.743,18.8715,9.4357,9.4357
dining,1435.95,Cashback Credit Card,Amazon Pay Credit Card,14.3595,7.1798,3.5899,7.1798,28.719,3.5899,14.3595,3.5899,10.0517,7.1798,5.3848,7.1798,3.5899,3.5899,5.3848,14.3595,3.5899,3.5899,7.1798,14.3595,14.3595,14.3595,14.3595,7.1798,3.5899,3.5899
fuel,16254.21,BPCL Octane Credit Card,BPCL Octane Credit Card,81.2711,81.2711,406.3552,81.2711,81.2711,20.3178,40.6355,20.3178,28.4449,81.2711,20.3178,81.2711,325.0842,20.3178,20.3178,81.2711,20.3178,20.3178,20.3178,81.2711,81.2711,81.2711,81.2711,40.6355,20.3178,20.3178
groceries,19136.83,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,191.3683,191.3683,47.8421,95.6842,191.3683,47.8421,47.8421,23.921,33.4895,95.6842,23.921,191.3683,47.8421,23.921,23.921,191.3683,23.921,23.921,23.921,287.0525,191.3683,191.3683,382.7366,47.8421,23.921,23.921
shopping,8275.09,Millennia Credit Card,Magnus Credit Card,82.7509,248.2527,20.6877,41.3755,165.5018,20.6877,41.3755,20.6877,28.9628,41.3755,20.6877,248.2527,20.6877,20.6877,20.6877,248.2527,31.0316,41.3755,20.6877,248.2527,82.7509,82.7509,248.2527,20.6877,20.6877,41.3755
shopping,19371.13,Millennia Credit Card,Millennia Credit Card,193.7113,581.1339,48.4278,96.8557,387.4226,48.4278,96.8557,48.4278,67.799,96.8557,48.4278,581.1339,48.4278,48.4278,48.4278,581.1339,72.6417,96.8557,48.4278,581.1339,193.7113,193.7113,581.1339,48.4278,48.4278,96.8557
fuel,2161.65,BPCL Octane Credit Card,BPCL Octane Credit Card,10.8083,10.8083,54.0412,10.8083,10.8083,2.7021,5.4041,2.7021,3.7829,10.8083,2.7021,10.8083,43.233,2.7021,2.7021,10.8083,2.7021,2.7021,2.7021,10.8083,10.8083,10.8083,10.8083,5.4041,2.7021,2.7021
travel,13169.05,Diners Club Black,Diners Club Black,65.8452,65.8452,32.9226,65.8452,65.8452,32.9226,197.5357,65.8452,138.275,65.8452,82.3066,65.8452,32.9226,49.3839,98.7679,65.8452,16.4613,16.4613,98.7679,65.8452,65.8452,65.8452,65.8452,164.6131,65.8452,49.3839
shopping,7067.27,Millennia Credit Card,Millennia Credit Card,70.6727,212.0181,17.6682,35.3364,141.3454,17.6682,35.3364,17.6682,24.7354,35.3364,17.6682,212.0181,17.6682,17.6682,17.6682,212.0181,26.5023,35.3364,17.6682,212.0181,70.6727,70.6727,212.0181,17.6682,17.6682,35.3364
shopping,15275.85,Millennia Credit Card,Millennia Credit Card,152.7585,458.2755,38.1896,76.3792,305.517,38.1896,76.3792,38.1896,53.4655,76.3792,38.1896,458.2755,38.1896,38.1896,38.1896,458.2755,57.2844,76.3792,38.1896,458.2755,152.7585,152.7585,458.2755,38.1896,38.1896,76.3792
dining,16918.59,Cashback Credit Card,First Wealth Credit Card,169.1859,84.593,42.2965,84.593,338.3718,42.2965,169.1859,42.2965,118.4301,84.593,63.4447,84.593,42.2965,42.2965,63.4447,169.1859,42.2965,42.2965,84.593,169.1859,169.1859,169.1859,169.1859,84.593,42.2965,42.2965
groceries,622.45,Tata Neu Infinity Credit Card,SimplyCLICK Credit Card,6.2245,6.2245,1.5561,3.1123,6.2245,1.5561,1.5561,0.7781,1.0893,3.1123,0.7781,6.2245,1.5561,0.7781,0.7781,6.2245,0.7781,0.7781,0.7781,9.3368,6.2245,6.2245,12.449,1.5561,0.7781,0.7781
travel,5538.08,Diners Club Black,BPCL Octane Credit Card,27.6904,27.6904,13.8452,27.6904,27.6904,13.8452,83.0712,27.6904,58.1498,27.6904,34.613,27.6904,13.8452,20.7678,41.5356,27.6904,6.9226,6.9226,41.5356,27.6904,27.6904,27.6904,27.6904,69.226,27.6904,20.7678
travel,17410.27,Diners Club Black,Diners Club Black,87.0513,87.0513,43.5257,87.0513,87.0513,43.5257,261.154,87.0513,182.8078,87.0513,108.8142,87.0513,43.5257,65.2885,130.577,87.0513,21.7628,21.7628,130.577,87.0513,87.0513,87.0513,87.0513,217.6284,87.0513,65.2885
dining,1484.75,Cashback Credit Card,Diners Club Black,14.8475,7.4238,3.7119,7.4238,29.695,3.7119,14.8475,3.7119,10.3933,7.4238,5.5678,7.4238,3.7119,3.7119,5.5678,14.8475,3.7119,3.7119,7.4238,14.8475,14.8475,14.8475,14.8475,7.4238,3.7119,3.7119
groceries,4381.14,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,43.8114,43.8114,10.9529,21.9057,43.8114,10.9529,10.9529,5.4764,7.667,21.9057,5.4764,43.8114,10.9529,5.4764,5.4764,43.8114,5.4764,5.4764,5.4764,65.7171,43.8114,43.8114,87.6228,10.9529,5.4764,5.4764
fuel,3232.44,BPCL Octane Credit Card,BPCL Octane Credit Card,16.1622,16.1622,80.811,16.1622,16.1622,4.0405,8.0811,4.0405,5.6568,16.1622,4.0405,16.1622,64.6488,4.0405,4.0405,16.1622,4.0405,4.0405,4.0405,16.1622,16.1622,16.1622,16.1622,8.0811,4.0405,4.0405
fuel,15559.03,BPCL Octane Credit Card,BPCL Octane Credit Card,77.7952,77.7952,388.9758,77.7952,77.7952,19.4488,38.8976,19.4488,27.2283,77.7952,19.4488,77.7952,311.1806,19.4488,19.4488,77.7952,19.4488,19.4488,19.4488,77.7952,77.7952,77.7952,77.7952,38.8976,19.4488,19.4488
shopping,17678.51,Millennia Credit Card,Millennia Credit Card,176.7851,530.3553,44.1963,88.3925,353.5702,44.1963,88.3925,44.1963,61.8748,88.3925,44.1963,530.3553,44.1963,44.1963,44.1963,530.3553,66.2944,88.3925,44.1963,530.3553,176.7851,176.7851,530.3553,44.1963,44.1963,88.3925
groceries,1090.27,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,10.9027,10.9027,2.7257,5.4513,10.9027,2.7257,2.7257,1.3628,1.908,5.4513,1.3628,10.9027,2.7257,1.3628,1.3628,10.9027,1.3628,1.3628,1.3628,16.3541,10.9027,10.9027,21.8054,2.7257,1.3628,1.3628
dining,13272.58,Cashback Credit Card,Cashback Credit Card,132.7258,66.3629,33.1814,66.3629,265.4516,33.1814,132.7258,33.1814,92.9081,66.3629,49.7722,66.3629,33.1814,33.1814,49.7722,132.7258,33.1814,33.1814,66.3629,132.7258,132.7258,132.7258,132.7258,66.3629,33.1814,33.1814
dining,8342.26,Cashback Credit Card,Cashback Credit Card,83.4226,41.7113,20.8557,41.7113,166.8452,20.8557,83.4226,20.8557,58.3958,41.7113,31.2835,41.7113,20.8557,20.8557,31.2835,83.4226,20.8557,20.8557,41.7113,83.4226,83.4226,83.4226,83.4226,41.7113,20.8557,20.8557
groceries,2364.97,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,23.6497,23.6497,5.9124,11.8248,23.6497,5.9124,5.9124,2.9562,4.1387,11.8248,2.9562,23.6497,5.9124,2.9562,2.9562,23.6497,2.9562,2.9562,2.9562,35.4746,23.6497,23.6497,47.2994,5.9124,2.9562,2.9562
fuel,13596.54,BPCL Octane Credit Card,BPCL Octane Credit Card,67.9827,67.9827,339.9135,67.9827,67.9827,16.9957,33.9914,16.9957,23.7939,67.9827,16.9957,67.9827,271.9308,16.9957,16.9957,67.9827,16.9957,16.9957,16.9957,67.9827,67.9827,67.9827,67.9827,33.9914,16.9957,16.9957
groceries,13375.94,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,133.7594,133.7594,33.4398,66.8797,133.7594,33.4398,33.4398,16.7199,23.4079,66.8797,16.7199,133.7594,33.4398,16.7199,16.7199,133.7594,16.7199,16.7199,16.7199,200.6391,133.7594,133.7594,267.5188,33.4398,16.7199,16.7199
dining,19690.47,Cashback Credit Card,Cashback Credit Card,196.9047,98.4524,49.2262,98.4524,393.8094,49.2262,196.9047,49.2262,137.8333,98.4524,73.8393,98.4524,49.2262,49.2262,73.8393,196.9047,49.2262,49.2262,98.4524,196.9047,196.9047,196.9047,196.9047,98.4524,49.2262,49.2262
travel,6098.25,Diners Club Black,Diners Club Black,30.4913,30.4913,15.2456,30.4913,30.4913,15.2456,91.4737,30.4913,64.0316,30.4913,38.1141,30.4913,15.2456,22.8684,45.7369,30.4913,7.6228,7.6228,45.7369,30.4913,30.4913,30.4913,30.4913,76.2281,30.4913,22.8684
travel,15306.8,Diners Club Black,Diners Club Black,76.534,76.534,38.267,76.534,76.534,38.267,229.602,76.534,160.7214,76.534,95.6675,76.534,38.267,57.4005,114.801,76.534,19.1335,19.1335,114.801,76.534,76.534,76.534,76.534,191.335,76.534,57.4005
shopping,253.83,Millennia Credit Card,League Platinum Credit Card,2.5383,7.6149,0.6346,1.2692,5.0766,0.6346,1.2692,0.6346,0.8884,1.2692,0.6346,7.6149,0.6346,0.6346,0.6346,7.6149,0.9519,1.2692,0.6346,7.6149,2.5383,2.5383,7.6149,0.6346,0.6346,1.2692
groceries,14103.06,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,141.0306,141.0306,35.2576,70.5153,141.0306,35.2576,35.2576,17.6288,24.6804,70.5153,17.6288,141.0306,35.2576,17.6288,17.6288,141.0306,17.6288,17.6288,17.6288,211.5459,141.0306,141.0306,282.0612,35.2576,17.6288,17.6288
fuel,1534.3,BPCL Octane Credit Card,Millennia Credit Card,7.6715,7.6715,38.3575,7.6715,7.6715,1.9179,3.8357,1.9179,2.685,7.6715,1.9179,7.6715,30.686,1.9179,1.9179,7.6715,1.9179,1.9179,1.9179,7.6715,7.6715,7.6715,7.6715,3.8357,1.9179,1.9179
dining,18431.13,Cashback Credit Card,First Classic Credit Card,184.3113,92.1557,46.0778,92.1557,368.6226,46.0778,184.3113,46.0778,129.0179,92.1557,69.1167,92.1557,46.0778,46.0778,69.1167,184.3113,46.0778,46.0778,92.1557,184.3113,184.3113,184.3113,184.3113,92.1557,46.0778,46.0778
dining,5861.35,Cashback Credit Card,Cashback Credit Card,58.6135,29.3068,14.6534,29.3068,117.227,14.6534,58.6135,14.6534,41.0294,29.3068,21.9801,29.3068,14.6534,14.6534,21.9801,58.6135,14.6534,14.6534,29.3068,58.6135,58.6135,58.6135,58.6135,29.3068,14.6534,14.6534
fuel,3520.28,BPCL Octane Credit Card,SimplySAVE Credit Card,17.6014,17.6014,88.007,17.6014,17.6014,4.4004,8.8007,4.4004,6.1605,17.6014,4.4004,17.6014,70.4056,4.4004,4.4004,17.6014,4.4004,4.4004,4.4004,17.6014,17.6014,17.6014,17.6014,8.8007,4.4004,4.4004
fuel,1853.78,BPCL Octane Credit Card,YES First Business Credit Card,9.2689,9.2689,46.3445,9.2689,9.2689,2.3172,4.6345,2.3172,3.2441,9.2689,2.3172,9.2689,37.0756,2.3172,2.3172,9.2689,2.3172,2.3172,2.3172,9.2689,9.2689,9.2689,9.2689,4.6345,2.3172,2.3172
dining,10526.85,Cashback Credit Card,Cashback Credit Card,105.2685,52.6343,26.3171,52.6343,210.537,26.3171,105.2685,26.3171,73.688,52.6343,39.4757,52.6343,26.3171,26.3171,39.4757,105.2685,26.3171,26.3171,52.6343,105.2685,105.2685,105.2685,105.2685,52.6343,26.3171,26.3171
fuel,14941.52,BPCL Octane Credit Card,BPCL Octane Credit Card,74.7076,74.7076,373.538,74.7076,74.7076,18.6769,37.3538,18.6769,26.1477,74.7076,18.6769,74.7076,298.8304,18.6769,18.6769,74.7076,18.6769,18.6769,18.6769,74.7076,74.7076,74.7076,74.7076,37.3538,18.6769,18.6769
travel,1619.95,Diners Club Black,Diners Club Black,8.0998,8.0998,4.0499,8.0998,8.0998,4.0499,24.2993,8.0998,17.0095,8.0998,10.1247,8.0998,4.0499,6.0748,12.1496,8.0998,2.0249,2.0249,12.1496,8.0998,8.0998,8.0998,8.0998,20.2494,8.0998,6.0748
groceries,10248.05,Tata Neu Infinity Credit Card,My Zone Credit Card,102.4805,102.4805,25.6201,51.2402,102.4805,25.6201,25.6201,12.8101,17.9341,51.2402,12.8101,102.4805,25.6201,12.8101,12.8101,102.4805,12.8101,12.8101,12.8101,153.7207,102.4805,102.4805,204.961,25.6201,12.8101,12.8101
travel,4801.75,Diners Club Black,Diners Club Black,24.0087,24.0087,12.0044,24.0087,24.0087,12.0044,72.0263,24.0087,50.4184,24.0087,30.0109,24.0087,12.0044,18.0066,36.0131,24.0087,6.0022,6.0022,36.0131,24.0087,24.0087,24.0087,24.0087,60.0219,24.0087,18.0066
travel,3552.63,Diners Club Black,Diners Club Black,17.7631,17.7631,8.8816,17.7631,17.7631,8.8816,53.2894,17.7631,37.3026,17.7631,22.2039,17.7631,8.8816,13.3224,26.6447,17.7631,4.4408,4.4408,26.6447,17.7631,17.7631,17.7631,17.7631,44.4079,17.7631,13.3224
shopping,3625.21,Millennia Credit Card,White Credit Card,36.2521,108.7563,9.063,18.126,72.5042,9.063,18.126,9.063,12.6882,18.126,9.063,108.7563,9.063,9.063,9.063,108.7563,13.5945,18.126,9.063,108.7563,36.2521,36.2521,108.7563,9.063,9.063,18.126
groceries,15221.56,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,152.2156,152.2156,38.0539,76.1078,152.2156,38.0539,38.0539,19.0269,26.6377,76.1078,19.0269,152.2156,38.0539,19.0269,19.0269,152.2156,19.0269,19.0269,19.0269,228.3234,152.2156,152.2156,304.4312,38.0539,19.0269,19.0269
groceries,12895.54,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,128.9554,128.9554,32.2388,64.4777,128.9554,32.2388,32.2388,16.1194,22.5672,64.4777,16.1194,128.9554,32.2388,16.1194,16.1194,128.9554,16.1194,16.1194,16.1194,193.4331,128.9554,128.9554,257.9108,32.2388,16.1194,16.1194
fuel,3104.05,BPCL Octane Credit Card,BPCL Octane Credit Card,15.5203,15.5203,77.6012,15.5203,15.5203,3.8801,7.7601,3.8801,5.4321,15.5203,3.8801,15.5203,62.081,3.8801,3.8801,15.5203,3.8801,3.8801,3.8801,15.5203,15.5203,15.5203,15.5203,7.7601,3.8801,3.8801
dining,12664.56,Cashback Credit Card,BPCL Octane Credit Card,126.6456,63.3228,31.6614,63.3228,253.2912,31.6614,126.6456,31.6614,88.6519,63.3228,47.4921,63.3228,31.6614,31.6614,47.4921,126.6456,31.6614,31.6614,63.3228,126.6456,126.6456,126.6456,126.6456,63.3228,31.6614,31.6614
shopping,6277.12,Millennia Credit Card,Millennia Credit Card,62.7712,188.3136,15.6928,31.3856,125.5424,15.6928,31.3856,15.6928,21.9699,31.3856,15.6928,188.3136,15.6928,15.6928,15.6928,188.3136,23.5392,31.3856,15.6928,188.3136,62.7712,62.7712,188.3136,15.6928,15.6928,31.3856
shopping,7437.88,Millennia Credit Card,Millennia Credit Card,74.3788,223.1364,18.5947,37.1894,148.7576,18.5947,37.1894,18.5947,26.0326,37.1894,18.5947,223.1364,18.5947,18.5947,18.5947,223.1364,27.892,37.1894,18.5947,223.1364,74.3788,74.3788,223.1364,18.5947,18.5947,37.1894
shopping,12338.67,Millennia Credit Card,Millennia Credit Card,123.3867,370.1601,30.8467,61.6934,246.7734,30.8467,61.6934,30.8467,43.1853,61.6934,30.8467,370.1601,30.8467,30.8467,30.8467,370.1601,46.27,61.6934,30.8467,370.1601,123.3867,123.3867,370.1601,30.8467,30.8467,61.6934
dining,11648.56,Cashback Credit Card,Millennia Credit Card,116.4856,58.2428,29.1214,58.2428,232.9712,29.1214,116.4856,29.1214,81.5399,58.2428,43.6821,58.2428,29.1214,29.1214,43.6821,116.4856,29.1214,29.1214,58.2428,116.4856,116.4856,116.4856,116.4856,58.2428,29.1214,29.1214
groceries,13071.57,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,130.7157,130.7157,32.6789,65.3578,130.7157,32.6789,32.6789,16.3395,22.8752,65.3578,16.3395,130.7157,32.6789,16.3395,16.3395,130.7157,16.3395,16.3395,16.3395,196.0735,130.7157,130.7157,261.4314,32.6789,16.3395,16.3395
dining,10077.21,Cashback Credit Card,Vistara Infinite Credit Card,100.7721,50.386,25.193,50.386,201.5442,25.193,100.7721,25.193,70.5405,50.386,37.7895,50.386,25.193,25.193,37.7895,100.7721,25.193,25.193,50.386,100.7721,100.7721,100.7721,100.7721,50.386,25.193,25.193
